,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,rating
5347,US,"This Port-style dessert wine is lush in aromas and flavors of kirsch, fig, cooked plum, clove and coffee. A nice expression of the Norton grape, this is viscous and smooth, yet the finish brings a bite at the end.",The Full Nelson,86,30.0,Virginia,Middleburg,,Carrie Dykes,,Casanel NV The Full Nelson Norton (Middleburg),Norton,Casanel,Low
5348,US,"This bottling resembles the New Zealand paradigm of Sauvignon Blanc, bearing aromas of grapefruit, passion fruit and kiwi; a sprinkling of graham cracker adds interest. The wine hits the palate like a fleshy fist, with an intense, grassy gooseberry flavor that provides plenty of punch. Pair with apricot-glazed roasted chicken.",,86,16.0,Virginia,Monticello,,,,Trump 2011 Sauvignon Blanc (Monticello),Sauvignon Blanc,Trump,Low
5349,Portugal,"A smoothly textured wine, with herb and black currant flavors, rounded by vanilla spice from wood. The aftertaste is tightly acid, but remaining rich. Drink now.",,85,11.0,Ribatejano,,,Roger Voss,@vossroger,Quinta da Alorna 2006 Red (Ribatejano),Portuguese Red,Quinta da Alorna,Low
5350,US,"A bit sharp and weedy, and very dry, but it's a good, clean wine that trades structure for richness. Strong acids and tannins frame herb-infused flavors of cherries and red currants, with a veneer of sweet oak. Drink now.",Owl Hill Vineyard Estate Bottled,87,26.0,California,Dry Creek Valley,Sonoma,,,Frick 2007 Owl Hill Vineyard Estate Bottled Counoise (Dry Creek Valley),Counoise,Frick,Low
5351,US,"This wine has an abundance of baked-plum flavor wrapped in smoky char. A full-bodied, ripe expression of the grape, it delivers straightforward structure and an unfussy finish.",Estate,84,35.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Foppiano 2014 Estate Pinot Noir (Russian River Valley),Pinot Noir,Foppiano,Low
5352,France,"With its classic blend of Grenache, Cinsault and Syrah, this wine is crisp and bright with peach and citrus flavors. The acidity is lively and perfumed with summer blossom. It finishes with fruit and freshness.",Château l'Oasis,85,15.0,Provence,Côtes de Provence,,Roger Voss,@vossroger,Vignobles Ravel 2015 Château l'Oasis Rosé (Côtes de Provence),Rosé,Vignobles Ravel,Low
5353,Italy,"Made of 90% Sangiovese and 10% Canaiolo, this has delicate black-skinned fruit and violet aromas. The simple palate offers black cherry and underbrush notes as well as smooth tannins. Enjoy soon.",,86,12.0,Tuscany,Chianti Colli Senesi,,Kerin O’Keefe,@kerinokeefe,Castellani 2015  Chianti Colli Senesi,Red Blend,Castellani,Low
5354,Spain,"Plum, berry and spice aromas are a touch volatile. A hard, flush palate is loaded with rubbery tannins. Baked berry, cassis and prune flavors fall off on a finish that tastes slightly cooked.",El Picaro,85,15.0,Northern Spain,Toro,,Michael Schachner,@wineschach,Matsu 2015 El Picaro  (Toro),Tempranillo,Matsu,Low
5355,Spain,"Minerally plum and raspberry aromas come with latex and Band-Aid notes. This feels tannic, loud and high in acidity. Rubber and iodine flavors come in front of plum and raspberry fruit, while the finish is juicy and fresh, but drawing.",Tinto Joven,86,13.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Larchago 2014 Tinto Joven  (Rioja),Tempranillo,Larchago,Low
5356,Italy,"Here's the quintessential Italian white wine to pair with fried calamari or mini pizzas. It offers fresh green notes of lime and garden herb, backed by peach and cantaloupe accents.",Costa di Nugola,85,18.0,Tuscany,Toscana,,,,Marchesi de' Frescobaldi 2011 Costa di Nugola Vermentino (Toscana),Vermentino,Marchesi de' Frescobaldi,Low
5357,US,"This Cabernet Sauvignon-dominant blend boasts leather, tobacco leaf and black pepper flavors, giving it muscle and a rustic edge, the tannins and fruit mellowed with age.",Bella's Blend,86,48.0,California,Knights Valley,Sonoma,Virginie Boone,@vboone,Ehret 2010 Bella's Blend Cabernet Sauvignon-Cabernet Franc (Knights Valley),Cabernet Sauvignon-Cabernet Franc,Ehret,Low
5358,Spain,"This is a highly unusual blend of Marsellan and Touriga Nacional, and it smells reduced, lemony and like cola and coffee. The mouthfeel is grating, with sandpaper tannins. Odd, herbal, citrusy notes infiltrate core blueberry flavors, while the finish is hard as nails and tannic to an extreme. Only 200 cases made.",El Jefe de la Tribu,84,50.0,Levante,Valencia,,Michael Schachner,@wineschach,Angosto 2012 El Jefe de la Tribu Red (Valencia),Red Blend,Angosto,Low
5359,US,"100% Malbec, it's redolent with dark plums, wild blueberries and peppery spices. The soft, silky flavors are light but have good concentration with the oak (80% American) seeming quite dialed back.",,87,20.0,Washington,Rattlesnake Hills,Columbia Valley,Sean P. Sullivan,@wawinereport,Roza Ridge 2010 Malbec (Rattlesnake Hills),Malbec,Roza Ridge,Low
5360,US,"Concentrated violets, cranberries and plum-pie aromas show on the nose of this wine by the Miller family, who own Bien Nacido Vineyard. The palate offers cola, tart cherries, cranberries and black-slate minerality.",,87,27.0,California,Santa Maria Valley,Central Coast,Matt Kettmann,@mattkettmann,J. Wilkes 2013 Pinot Noir (Santa Maria Valley),Pinot Noir,J. Wilkes,Low
5361,France,"This blend of Grenache Blanc, Grenache Gris, Roussanne and Maca­beau is a tad closed and shy now, but should develop more intensity with time. Peach skin, white melon and orange notes are present on the nose and mouth, and are dusted with a lovely sweet-spice accent on the finish, but the mouthfeel comes across as slightly flabby.",Carrément Blanc,86,43.0,Languedoc-Roussillon,Côtes du Roussillon,,Lauren Buzzeo,@laurbuzz,Domaine de l'Edre 2010 Carrément Blanc White (Côtes du Roussillon),Rhône-style White Blend,Domaine de l'Edre,Low
5362,US,"Herbal and somewhat harsh in tannin, this wine is plummy and forceful, blended with smaller amounts of Petit Verdot, Cabernet Franc and Merlot. It has a bitterness to the finish that's a mix of cedar, currant and leather.",,85,55.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Rombauer 2013 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Rombauer,Low
5363,France,"A soft, not quite dry rosé with caramel and strawberry flavors. It's light, fruity with a crisp aftertaste. Drink now.",L'Orangerie de Carignan,84,,Bordeaux,Vin de Pays de l'Atlantique,,Roger Voss,@vossroger,Château Carignan 2012 L'Orangerie de Carignan Rosé (Vin de Pays de l'Atlantique),Rosé,Château Carignan,Low
5364,Italy,"There's a bright, lively nature to this Prosecco Extra Dry that is enhanced by aromas of butterscotch, lemon drop and apricot. Sweet fruit flavors are followed by soft creamy foaming.",Extra Dry,85,,Veneto,Conegliano Valdobbiadene Prosecco Superiore,,,,Le Manzane NV Extra Dry  (Conegliano Valdobbiadene Prosecco Superiore),Glera,Le Manzane,Low
5365,US,"This is described as a country-style wine because of its rugged tannins and angular, rough mouthfeel. The deeply plummy flavors are ripe, but very dry. The biggest problem may be the acids, which are very low. You long for more crispness and life, something to offset the fruitiness.",Ladi's Vineyard,84,23.0,California,Sonoma County,Sonoma,,,Paradise Ridge 1999 Ladi's Vineyard Merlot (Sonoma County),Merlot,Paradise Ridge,Low
5366,France,"This soft, gentle wine has some attractive citrus and apple fruits. Easy to drink, it offers a crisp tangy aftertaste. It is not a wine for aging, so drink now.",Collection,84,20.0,Burgundy,Mâcon-Villages,,Roger Voss,@vossroger,L. Tramier & Fils 2016 Collection  (Mâcon-Villages),Chardonnay,L. Tramier & Fils,Low
5367,US,"Sweet and powerful in toasted oak and ripe fruit, this Chardonnay brims with pineapple jam, lemon custard, buttered toast, caramel corn and vanilla bean flavors, in a creamy texture.",,87,30.0,California,Russian River Valley,Sonoma,,,Arrowood 2008 Chardonnay (Russian River Valley),Chardonnay,Arrowood,Low
5368,US,"Simple and soft, with sugary sweet apricot and orange flavors that turn cloying on the finish.",No. 67,82,26.0,California,Sonoma County,Sonoma,,,Foyt Family 2010 No. 67 Chardonnay (Sonoma County),Chardonnay,Foyt Family,Low
5369,US,"A little too soft and one-dimensional, but with enough polish and complexity that it rises to white-tablecloth status. The cherry, red raspberry, cola and carob flavors have a smoky oak edge.",,86,25.0,California,Santa Barbara County,Central Coast,,,Taz 2005 Pinot Noir (Santa Barbara County),Pinot Noir,Taz,Low
5370,Italy,MorAle is an impressive value wine that delivers the freshness and clean straightforwardness you can expect of Sangiovese backed by the warmth and texture you get in sunny Romagna in central Italy.,MorAle,85,10.0,Central Italy,Sangiovese di Romagna,,,,Poderi Morini 2008 MorAle  (Sangiovese di Romagna),Sangiovese,Poderi Morini,Low
5371,US,"Simple and jammy, with raspberry and cherry flavors. It's a totally dry wine, with a fresh cut of acidity.",,83,12.0,California,California,California Other,,,Mirassou 2008 Cabernet Sauvignon (California),Cabernet Sauvignon,Mirassou,Low
5372,France,"There is plenty of ripe fruit here, the richness of 2005 evident. The flavors are of ripe blackberry jam, red plums and a strong structure of sweet tannins. There is a fresh, acidity-driven juicy lift on the finish.",,87,15.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Château Sainte Barbe 2005  Bordeaux,Bordeaux-style Red Blend,Château Sainte Barbe,Low
5373,Italy,"Made with 90% Merlot and 10% Alicante, this easygoing red opens with delicate aromas suggesting red currant and baking spice. The straightforward palate delivers red plum and clove alongside soft tannins. Enjoy soon.",Semifonte,87,15.0,Tuscany,Toscana,,Kerin O’Keefe,@kerinokeefe,Podere Ciona 2014 Semifonte Red (Toscana),Red Blend,Podere Ciona,Low
5374,France,The wine has ripe yellow fruit flavors that are soft and full. Spice and a generous texture give a rounded wine that is full bodied and ready to drink.,,84,15.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château Suau 2015  Bordeaux Blanc,Bordeaux-style White Blend,Château Suau,Low
5375,Italy,"Dark berry, blue flower and French oak are some of the aromas you'll find on this. The bright, easygoing palate offers Morello cherry, vanilla and coffee alongside firm acidity and limber tannins.",,87,24.0,Tuscany,Rosso di Montalcino,,Kerin O’Keefe,@kerinokeefe,Agostina Pieri 2014  Rosso di Montalcino,Sangiovese,Agostina Pieri,Low
5376,France,"Gewürz is always the easiest of grapes to spot, and this wine has all the right varietal characteristics—the floral character, the lychee flavors and the surprising pink grapefruit and sugary acidity. It is not sweet, but is definitely rich.",,87,,Alsace,Alsace,,Roger Voss,@vossroger,Rieflé 2005 Gewürztraminer (Alsace),Gewürztraminer,Rieflé,Low
5377,Portugal,"Produced from old vines, this is a crisp, bright wine. Its caramel and perfumes give it an exotic edge while acidity keeps everything lively. It is ready to drink.",Lua Cheia em Vinhas Velhas,84,14.0,Douro,,,Roger Voss,@vossroger,Wines & Winemakers 2016 Lua Cheia em Vinhas Velhas Rosé (Douro),Rosé,Wines & Winemakers,Low
5378,US,"Sweet and tart, like a fruit juice drink you buy in the supermarket that's a blend of pineapples, peaches and mangoes, with a kick from alcohol. Simple, but this is a good price for a wine that will please many Chard fans.",,85,12.0,California,California,California Other,,,Donovan-Parke 2010 Chardonnay (California),Chardonnay,Donovan-Parke,Low
5379,France,"Tight, crisp and mineral driven, this wine has citrus fruits and a steely texture, demonstrating that it needs to age for a year.",,87,15.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château de Bonhoste 2011  Bordeaux Blanc,Bordeaux-style White Blend,Château de Bonhoste,Low
5380,France,"The wine is typically light and fruity, although a year from the harvest it has lost its total freshness and filled out. It is fruity with apples and zingy citrus that are softening and becoming more rich. Drink now.",Le Perd son Pain Sur Lie,87,13.0,Loire Valley,Muscadet Sèvre et Maine,,Roger Voss,@vossroger,Domaine Martin 2014 Le Perd son Pain Sur Lie  (Muscadet Sèvre et Maine),Melon,Domaine Martin,Low
5381,US,Strong aromas and flavors of vanilla and dill overwhelm the variety's cherry and green herb. There are some good things going on but the wood gets in the way.,Phinny Hill Vineyard,86,28.0,Washington,Washington,Washington Other,Sean P. Sullivan,@wawinereport,Clearwater Canyon 2014 Phinny Hill Vineyard Carmenère (Washington),Carmenère,Clearwater Canyon,Low
5382,Portugal,"A full, ripe vanilla- and strawberry-flavored wine that hits the spot for the summer, with an emphasis on dryness, but with a soft, fruity, food-friendly aftertaste.",Conde de Vimioso Vinho Rosé,84,9.0,Ribatejano,,,Roger Voss,@vossroger,Falua 2007 Conde de Vimioso Vinho Rosé Red (Ribatejano),Portuguese Red,Falua,Low
5383,US,"One of just a handful of varietal bottlings made in the state, this wine offers aromas of white pepper, fresh vegetables and flowers. It drinks dry with elegantly styled fruit flavors.",Spring Creek Vineyard,87,16.0,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,@wawinereport,Pacific Rim 2015 Spring Creek Vineyard Grüner Veltliner (Yakima Valley),Grüner Veltliner,Pacific Rim,Low
5384,Spain,"Herbal plum and leather aromas are tight and earthy. This is juicy, with green-leaning plum and rhubarb flavors that have a peppery note. The finish is minty.",,84,11.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,El Circulo 2012  Rioja,Tempranillo,El Circulo,Low
5385,US,"A thick, pasty wine with considerable tannins and a heavy-handed mouthfeel. Flavors are weedy and generic berry. Not going anywhere.",,82,18.0,California,North Coast,North Coast,,,Ramspeck 2001 Pinot Noir (North Coast),Pinot Noir,Ramspeck,Low
5386,US,"This fortified wine made from Blanc du Bois recalls roasted mixed nuts and dried leaves on the nose. The full palate brings a dried fig tone, with sharp acidity and an astringent nut accent.",Madeira,84,40.0,Texas,Texas,,Alexander Peartree,,Haak 2013 Madeira Blanc du Bois (Texas),Blanc du Bois,Haak,Low
5387,Italy,"This luscious, balanced Pinot Grigio isn't overly complex, but scores for its cactus pear and toasted almond aromas and flavors and its peppery, refreshing finish. It's medium-bodied, with just a hint of unreleased CO2 to enliven it.",Vigneto Ai Palazzi,87,15.0,Veneto,Piave,,Joe Czerwinski,@JoeCz,Masottina 2001 Vigneto Ai Palazzi Pinot Grigio (Piave),Pinot Grigio,Masottina,Low
5388,US,Cherrylike aromas and crisp red cherry and cranberry flavors give this medium-bodied wine a tart and lean personality. It has firm tannins and a slightly astringent finish.,,85,10.0,California,California,California Other,Jim Gordon,@gordone_cellars,One Leaf 2013 Cabernet Sauvignon (California),Cabernet Sauvignon,One Leaf,Low
5389,US,"This wine starts out a bit reduced before it opens to display aromas of kiwi, pineapple and pink grapefruit. The flavors drink dry and seem quite dilute.",Reserve Zirkle Vineyard,84,24.0,Washington,Horse Heaven Hills,Columbia Valley,Sean P. Sullivan,@wawinereport,Columbia Crest 2015 Reserve Zirkle Vineyard Sauvignon Blanc (Horse Heaven Hills),Sauvignon Blanc,Columbia Crest,Low
